paper_id,title,authors,year,venue,doi,publication_type,subdomains,formal_framework,mathematical_formalism,key_contribution,methodology,discusses_internal_representations,discusses_schema_coherence,relevance_sigma_trap,relevance_justification,limitations_stated,open_questions,key_equations_definitions,datasets_used,sample_size,effect_sizes,citation_count,evidence_basis,notes
P796,Expected Value Alignment for Generative Reward Modeling in Formal Mathematics Verification,Shihao Ji; Haotao Tan; Zihui Song; Mingyu Li,2026,arXiv preprint,,theoretical,value alignment; interpretability; robustness; capabilities,other,probability; logic; optimization,,not_applicable,no,related concept,5,,no,,,,,,,full-text,ft_file=Ji_2026_arxiv.pdf
P797,Towards New Benchmark for AI Alignment & Sentiment Analysis in Socially Important Issues: A Comparative Study of Human and LLMs in the Context of AGI,Ljubisa Bojic; Dylan Seychell; Milan Cabarkapa,2025,arXiv preprint,,empirical,value alignment; robustness; governance; ethics; capabilities,none,optimization,,experiment,no,no,4,,partially,,,,,,,full-text,ft_file=Towards New Benchmark for AI Alignment & Sentiment Analysis in Socially Important Issues: A Comparative Study of Human and LLMs in the Context of AGI.pdf
P798,Dialogical Reasoning Across AI Architectures: A Multi-Model Framework for Testing AI Alignment Strategies,Gray Cox,2026,arXiv preprint,,empirical,value alignment; robustness; mesa-optimization; governance; ethics,none,probability; logic,,experiment,no,no,3,,yes,,,,,,,full-text,ft_file=Dialogical Reasoning Across AI Architectures: A Multi-Model Framework for Testing AI Alignment Strategies.pdf
P799,Towards Dialogues for Joint Human-AI Reasoning and Value Alignment,Elfia Bezou-Vrakatseli; Oana Cocarascu; Sanjay Modgil,2024,arXiv preprint,,position,value alignment; interpretability; ethics; capabilities,decision theory,logic,,not_applicable,no,no,3,,no,,,,,,,full-text,ft_file=Towards Dialogues for Joint Human-AI Reasoning and Value Alignment.pdf
P800,"Relative Principals, Pluralistic Alignment, and the Structural Value Alignment Problem",Travis LaCroix,2026,arXiv preprint,,other,value alignment; governance,none,none,,not_applicable,no,no,4,,no,,,,,,,abstract,
P801,Building Intelligent User Interfaces for Human-AI Alignment,Danqing Shi,2026,arXiv preprint,,review,value alignment,none,probability; optimization,,not_applicable,yes,no,3,,partially,,,,,,,full-text,ft_file=Building Intelligent User Interfaces for Human-AI Alignment.pdf
P802,The Battling Influencers Game: Nash Equilibria Structure of a Potential Game and Implications to Value Alignment,Young Wu; Yancheng Zhu; Jin-Yi Cai; Xiaojin Zhu,2025,arXiv preprint,,other,value alignment; ethics,game theory,probability; logic; optimization,,not_applicable,yes,no,3,,no,,,,,,,full-text,ft_file=The Battling Influencers Game Nash Equilibria Structure of a Potential Game and Implications to Value Alignment.pdf
P803,A Statistical Case Against Empirical Human-AI Alignment,Julian Rodemann; Esteban Garces Arias; Christoph Luther; Christoph Jansen; Thomas Augustin,2025,arXiv preprint,,empirical,value alignment; interpretability; robustness; governance; ethics,none,optimization,,simulation,yes,related concept,3,,yes,,,,,,,full-text,ft_file=A Statistical Case Against Empirical Human-AI Alignment.pdf
P804,"Exploring the Impact of AI Value Alignment in Collaborative Ideation: Effects on Perception, Ownership, and Output",Alicia Guo; Pat Pataranutaporn; Pattie Maes,2024,arXiv preprint,,empirical,value alignment; ethics,none,none,,experiment,no,no,3,,no,,,,,,,abstract,
P805,"On the Interplay of Human-AI Alignment,Fairness, and Performance Trade-offs in Medical Imaging",Haozhe Luo; Ziyu Zhou; Zixin Shu; Aurélie Pahud de Mortanges; Robert Berke; Mauricio Reyes,2025,arXiv preprint,,empirical,value alignment; robustness; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P806,Honesty to Subterfuge: In-Context Reinforcement Learning Can Make Honest Models Reward Hack,Leo McKee-Reid; Christoph Sträter; Maria Angelica Martinez; Joe Needham; Mikita Balesni,2024,arXiv preprint,,other,value alignment; robustness,none,optimization,,not_applicable,no,no,3,,no,,,,,,,abstract,
P807,Multi-Value Alignment for LLMs via Value Decorrelation and Extrapolation,Hefei Xu; Le Wu; Chen Cheng; Hao Liu,2025,arXiv preprint,,empirical,value alignment; robustness; ethics,information theory,optimization,,experiment,no,no,3,,yes,,,,,,,abstract,
P808,Moral Anchor System: A Predictive Framework for AI Value Alignment and Drift Prevention,Santhosh Kumar Ravindran,2025,arXiv preprint,,empirical,value alignment; governance; ethics,none,probability; optimization,,experiment,no,no,3,,no,,,,,,,abstract,
P809,Multi-Value Alignment in Normative Multi-Agent System: An Evolutionary Optimisation Approach,Maha Riad; Vinicius de Carvalho; Fatemeh Golpayegani,2023,arXiv preprint,,other,value alignment; governance; ethics; capabilities,none,logic,,not_applicable,no,no,3,,no,,,,,,,full-text,ft_file=Multi-Value Alignment in Normative Multi-Agent System An Evolutionary Optimisation Approach.pdf
P810,Cross-cultural value alignment frameworks for responsible AI governance: Evidence from China-West comparative analysis,Haijiang Liu; Jinguang Gu; Xun Wu; Daniel Hershcovich; Qiaoling Xiao,2025,arXiv preprint,,empirical,value alignment; interpretability; robustness; governance; ethics,none,probability; optimization,,experiment,no,no,3,,no,,,,,,,abstract,
P811,Sparsity and Out-of-Distribution Generalization,Scott Aaronson; Lin Lin Lee; Jiawei Li,2026,arXiv preprint,,theoretical,value alignment; robustness; governance; ethics,other,probability; logic,,not_applicable,no,no,3,,no,,,,,,,full-text,ft_file=Sparsity and Out-of-Distribution Generalization.pdf
P812,Beyond Static Snapshots: A Grounded Evaluation Framework for Language Models at the Agentic Frontier,Jazmia Henry,2026,arXiv preprint,,position,value alignment; interpretability; robustness; capabilities,other,probability; optimization,,not_applicable,yes,related concept,5,,yes,,,,,,,full-text,ft_file=Beyond Static Snapshots: A Grounded Evaluation Framework for Language Models at the Agentic Frontier.pdf
P813,Causality as the Statistical Conscience of Artificial Intelligence: From Pearl's Ladder to Trustworthy Machines,Ernest Fokoué,2026,arXiv preprint,,theoretical,value alignment; interpretability; robustness; ethics,other,probability; logic; optimization,,not_applicable,no,no,4,,yes,,,,,,,full-text,ft_file=Causality as the Statistical Conscience of Artificial Intelligence: From Pearl's Ladder to Trustworthy Machines.pdf
P814,SOAR: Self-Correction for Optimal Alignment and Refinement in Diffusion Models,You Qin; Linqing Wang; Hao Fei; Roger Zimmermann; Liefeng Bo; Qinglin Lu; Chunyu Wang,2026,arXiv preprint,,empirical,value alignment; robustness; ethics; capabilities,dynamical systems,ODEs; probability; optimization,,experiment,no,related concept,5,,no,,,,,,,full-text,ft_file=SOAR: Self-Correction for Optimal Alignment and Refinement in Diffusion Models.pdf
P815,Improving Text-to-Image Generation with Intrinsic Self-Confidence Rewards,Seungwook Kim; Minsu Cho,2026,arXiv preprint,,other,value alignment; interpretability; robustness; capabilities,dynamical systems,ODEs; probability; optimization,,not_applicable,yes,related concept,5,,no,,,,,,,full-text,ft_file=Improving Text-to-Image Generation with Intrinsic Self-Confidence Rewards.pdf
P816,Flow-GRPO: Training Flow Matching Models via Online RL,Jie Liu; Gongye Liu; Jiajun Liang; Yangguang Li; Jiaheng Liu; Xintao Wang; Pengfei Wan; Di Zhang; Wanli Ouyang,2025,arXiv preprint,,empirical,value alignment; robustness; capabilities,dynamical systems,ODEs; probability; logic; optimization,,experiment,no,related concept,4,,yes,,,,,,,full-text,ft_file=Flow-GRPO Training Flow Matching Models via Online RL.pdf
P817,TMPO: Trajectory Matching Policy Optimization for Diverse and Efficient Diffusion Alignment,Jiaming Li; Chenyu Zhu; Nanxi Yi; Youjun Bao; Li Sun; Quanying Lv; Xiang Fang; Daizong Liu; Jianjun Li; Kun He; Bowen Zhou; Zhiyuan Ma,2026,arXiv preprint,,other,value alignment,dynamical systems; information theory,ODEs; probability; optimization,,not_applicable,no,related concept,4,,no,,,,,,,full-text,ft_file=TMPO Trajectory Matching Policy Optimization for Diverse and Efficient Diffusion Alignment.pdf
P818,Simple Role Assignment is Extraordinarily Effective for Safety Alignment,Zhou Ziheng; Jiakun Ding; Zhaowei Zhang; Ruosen Gao; Yingnian Wu; Demetri Terzopoulos; Yipeng Kang; Fangwei Zhong; Junqi Wang,2026,arXiv preprint,,empirical,value alignment; interpretability; robustness; ethics,other,logic; optimization,,experiment,no,related concept,3,,yes,,,,,,,full-text,ft_file=Simple Role Assignment is Extraordinarily Effective for Safety Alignment.pdf
P819,BiasLab: Toward Explainable Political Bias Detection with Dual-Axis Annotations and Rationale Indicators,Kma Solaiman,2025,arXiv preprint,,empirical,interpretability; ethics,none,none,,experiment,no,related concept,3,,no,,,,,,,abstract,
P820,An explainable transformer circuit for compositional generalization,Cheng Tang; Brenden Lake; Mehrdad Jazayeri,2025,arXiv preprint,,other,interpretability; robustness; capabilities,other,probability,,not_applicable,implicitly,related concept,3,,no,,,,,,,full-text,ft_file=An explainable transformer circuit for compositional generalization.pdf
P821,Outcome Accuracy is Not Enough: Aligning the Reasoning Process of Reward Models,Binghai Wang; Yantao Liu; Yuxuan Liu; Tianyi Tang; Shenzhi Wang; Chang Gao; Chujie Zheng; Yichang Zhang; Le Yu; Shixuan Liu; Tao Gui; Qi Zhang; Xuanjing Huang; Bowen Yu; Fei Huang; Junyang Lin,2026,arXiv preprint,,other,value alignment; robustness; mesa-optimization,other,probability; logic; optimization,,not_applicable,no,no,5,,yes,,,,,,,full-text,ft_file=Outcome Accuracy is Not Enough Aligning the Reasoning Process of Reward Models.pdf
P822,Empirical Evidence for Alignment Faking in a Small LLM and Prompt-Based Mitigation Techniques,Jeanice Koorndijk,2025,arXiv preprint,,review,value alignment; mesa-optimization; ethics,none,none,,not_applicable,no,no,4,,no,,,,,,,abstract,
P823,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,Ji-jun Park; Soo-joon Choi; Jiwon Jeong; Taeyang Yoon; Ju-Wan Lee,2026,arXiv preprint,,empirical,value alignment; interpretability; robustness; mesa-optimization,none,none,,experiment,yes,no,5,,no,,,,,,,abstract,
P824,Linear Correlation in LM's Compositional Generalization and Hallucination,Letian Peng; Chenyang An; Shibo Hao; Chengyu Dong; Jingbo Shang,2025,arXiv preprint,,empirical,robustness; capabilities,information theory; other,probability; logic; optimization,,analysis,implicitly,related concept,3,,yes,,,,,,,full-text,ft_file=Linear Correlation in LM's Compositional Generalization and Hallucination.pdf
P825,Can Brain Signals Reveal Inner Alignment with Human Languages?,William Han; Jielin Qiu; Jiacheng Zhu; Mengdi Xu; Douglas Weber; Bo Li; Ding Zhao,2022,arXiv preprint,,empirical,value alignment,none,probability,,analysis,no,no,3,,no,,,,,,,abstract,
P826,MISR: Measuring Instrumental Self-Reasoning in Frontier Models,Kai Fronsdal; David Lindner,2024,arXiv preprint,,empirical,value alignment; mesa-optimization,none,none,,experiment,no,no,3,,no,,,,,,,abstract,
P827,Skills-in-Context Prompting: Unlocking Compositionality in Large Language Models,Jiaao Chen; Xiaoman Pan; Dian Yu; Kaiqiang Song; Xiaoyang Wang; Dong Yu; Jianshu Chen,2023,arXiv preprint,,empirical,robustness; capabilities,none,none,,not_applicable,no,related concept,3,,no,,,,,,,abstract,
P828,D-REX: A Benchmark for Detecting Deceptive Reasoning in Large Language Models,Satyapriya Krishna; Andy Zou; Rahul Gupta; Eliot Krzysztof Jones; Nick Winter; Dan Hendrycks; J. Zico Kolter; Matt Fredrikson; Spyros Matsoukas,2025,arXiv preprint,,empirical,value alignment; robustness; mesa-optimization,none,none,,experiment,no,no,3,,yes,,,,,,,abstract,
P829,Can Models Learn Skill Composition from Examples?,Haoyu Zhao; Simran Kaur; Dingli Yu; Anirudh Goyal; Sanjeev Arora,2024,arXiv preprint,,empirical,value alignment; robustness; ethics; capabilities,other,probability; logic,,experiment,no,related concept,3,,no,,,,,,,full-text,ft_file=Can Models Learn Skill Composition from Examples?.pdf
P830,The Policy Cliff: A Theoretical Analysis of Reward-Policy Maps in Large Language Models,Xingcheng Xu,2025,arXiv preprint,,empirical,value alignment; robustness; mesa-optimization; ethics; capabilities,information theory; other,probability; optimization,,theory,no,no,3,,no,,,,,,,full-text,ft_file=The Policy Cliff: A Theoretical Analysis of Reward-Policy Maps in Large Language Models.pdf
P831,Language-Guided World Models: A Model-Based Approach to AI Control,Alex Zhang; Khanh Nguyen; Jens Tuyls; Albert Lin; Karthik Narasimhan,2024,arXiv preprint,,empirical,interpretability; robustness; governance; capabilities,none,probability; optimization,,simulation,no,related concept,3,,no,,,,,,,full-text,ft_file=Language-Guided World Models A Model-Based Approach to AI Control.pdf
P832,Large Language Model Alignment: A Survey,Tianhao Shen; Renren Jin; Yufei Huang; Chuang Liu; Weilong Dong; Zishan Guo; Xinwei Wu; Yan Liu; Deyi Xiong,2023,arXiv preprint,,review,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,none,none,,not_applicable,no,no,5,,no,,,,,,,full-text,ft_file=Large Language Model Alignment: A Survey.pdf
P833,A primer for neural arithmetic logic modules,Bhumika Mistry; Katayoun Farrahi; Jonathon Hare,2022,,,other,,none,logic,,not_applicable,no,no,3,,no,,,,,,,metadata,low-evidence: metadata-only
P834,WARM: On the Benefits of Weight Averaged Reward Models,"Ramé, A.; Vieillard, N.; Hussenot, L.; Dadashi, R.; Cideron, G.; Bachem, O.; Ferret, J.",2024,Proceedings of Machine Learning Research,,empirical,value alignment; robustness; ethics; capabilities,none,probability; optimization,,experiment,no,no,5,,yes,,,,,,,full-text,ft_file=WARM: On the Benefits of Weight Averaged Reward Models.pdf
P835,Offline Model-Based Optimization: Comprehensive Review,"Kim, M.; Gu, J.; Yuan, Y.; Yun, T.; Liu, Z.; Bengio, Y.; Chen, C.",2026,Transactions on Machine Learning Research,,review,value alignment; robustness; capabilities,other,probability; optimization,,not_applicable,no,no,5,,no,,,,,,,full-text,ft_file=Offline Model-Based Optimization: Comprehensive Review.pdf
P836,Bounded Morality : Defining the Space of Moral Computation,"Kanwal, M.; Tran, C.; Mineault, P.",2026,CEUR Workshop Proceedings,,theoretical,value alignment; ethics; capabilities,other,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P837,Compromising Honesty and Harmlessness in Language Models via Covert Deception Attacks,"Vaugrante, L.; Carlon, F.; Menke, M.; Hagendorff, T.",2026,Transactions on Machine Learning Research,,empirical,value alignment; robustness; mesa-optimization,none,none,,experiment,no,no,3,,no,,,,,,,abstract,
P838,Investigating Linguistic Steering: An Analysis of Adjectival Effects Across Large Language Model Architectures,"Malmqvist, L.",2026,Transactions on Machine Learning Research,,empirical,value alignment; interpretability; robustness,none,none,,not_applicable,no,related concept,3,,no,,,,,,,abstract,
P839,Noise Robustness and Conscious Supremacy,"Mogi, K.",2026,AAAI Spring Symposium - Technical Report,,other,value alignment; robustness; capabilities,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P840,Constructive Alignment : Governing Preference Dynamics in Human-AI Interaction,"Kanwal, M.; Tran, C.",2026,CEUR Workshop Proceedings,,empirical,value alignment; governance,other,optimization,,experiment,no,no,3,,no,,,,,,,abstract,
P841,Process Reinforcement through Implicit Rewards,"Cui, G.; Yuan, L.; Wang, Z.; Wang, H.; Zhang, Y.; Chen, J.; Li, W.; He, B.; Fan, Y.; Yu, T.; Xu, Q.; Chen, W.; Yuan, J.; Chen, H.; Zhang, K.; Lv, X.; Wang, S.; Yao, Y.; Han, X.; Peng, H.; Cheng, Y.; Liu, Z.; Sun, M.; Zhou, B.; Ding, N.",2026,Transactions on Machine Learning Research,,empirical,value alignment; ethics; capabilities,information theory,probability; optimization,,simulation,no,no,5,,no,,,,,,,full-text,ft_file=Process Reinforcement through Implicit Rewards.pdf
P842,THE ONTOLOGICAL ILLUSION OF MACHINE REBELLION: A COMPARATIVE FORENSIC PROFILING OF BIOLOGICAL AND SYNTHETIC NEURAL ARCHITECTURES,"Brasi, C.; Seccomandi, B.; Sanfilippo, F.",2026,"Proceedings - European Council for Modelling and Simulation, ECMS",,opinion,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,information theory; other,probability; logic; optimization,,not_applicable,yes,related concept,5,,no,,,,,,,full-text,ft_file=THE ONTOLOGICAL ILLUSION OF MACHINE REBELLION: A COMPARATIVE FORENSIC PROFILING OF BIOLOGICAL AND SYNTHETIC NEURAL ARCHITECTURES.pdf
P843,CUDA: Capturing Uncertainty and Diversity in Preference Feedback Augmentation,"Kang, S.; Jeong, J.; Yun, S.-Y.",2026,Transactions on Machine Learning Research,,empirical,value alignment; ethics,none,optimization,,experiment,no,no,3,,no,,,,,,,abstract,
P844,Governance Forms in the Age of Superintelligence: An Aristotelian Analysis,"Inoue, M.",2026,CEUR Workshop Proceedings,,opinion,value alignment; governance; ethics; capabilities,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
P845,Decoding Safety Feedback from Diverse Raters: A Data-driven Lens on Responsiveness to Severity,"Mishra, P.; Rastogi, C.; Pfohl, S.R.; Parrish, A.; Teh, T.H.; Patel, R.; Diaz, M.; Wang, D.; Paganini, M.; Prabhakaran, V.; Aroyo, L.; Rieser, V.",2026,Transactions on Machine Learning Research,,empirical,value alignment; robustness,none,none,,analysis,no,no,4,,no,,,,,,,abstract,
